;date;state;city;place_type;confirmed;deaths;is_last;estimated_population_2019;city_ibge_code;confirmed_per_100k_inhabitants;death_rate;growth_rate;growth_accel;growth_accel_rate;growth_rate_NORM_(%);growth_accel_NORM_(%);growth_accel_rate_NORM_(%);LENTO;EXPONENCIAL;DESACELERACAO;ESTAVEL;LINEAR;CLASSIFICACAO
21;2020-06-08;AC;Xapuri;city;84;1;True;19323.0;1200708;434.71511;0.0119;2.689626126882437;0.12770538152780422;0.005082551182520327;3.201935865336235;0.15203021610452885;0.006050656169667056;0;1;0;0;0;EXPONENCIAL
22;2020-06-08;AL;Água Branca;city;4;0;True;20196.0;2700102;19.8059;0.0;0.5243846040395743;0.10077638189617398;0.018394149859473557;13.109615100989359;2.5194095474043494;0.4598537464868389;1;1;0;0;0;LENTO
23;2020-06-08;AL;Anadia;city;65;1;True;17545.0;2700201;370.47592000000003;0.0154;1.970994847715395;0.08924911741605498;0.004581128543462784;3.032299765715992;0.13730633448623844;0.00704789006686582;0;1;0;0;0;EXPONENCIAL
24;2020-06-08;AL;Arapiraca;city;682;22;True;231747.0;2700300;294.28643999999997;0.0323;19.52465878838435;0.8847663139501003;0.05692221249431042;2.862853194777764;0.12973113107772732;0.008346365468373963;0;1;0;0;0;EXPONENCIAL
25;2020-06-08;AL;Atalaia;city;257;5;True;47185.0;2700409;544.66462;0.0195;7.847077706940693;0.2565634868076437;-0.006080312534558481;3.0533376291598024;0.09983015050881076;-0.0023658803636414324;0;1;0;0;0;EXPONENCIAL
26;2020-06-08;AL;Barra de Santo Antônio;city;41;2;True;15932.0;2700508;257.34371;0.0488;1.254617083313865;0.05540123751254026;0.0005197956123001018;3.060041666619183;0.1351249695427811;0.0012677941763417117;1;1;0;0;0;LENTO
27;2020-06-08;AL;Barra de São Miguel;city;43;1;True;8322.0;2700607;516.70272;0.0233;1.2705206698553964;0.04558008771015572;-0.0008389743294361697;2.954699232221852;0.10600020397710631;-0.0019511030917120226;1;1;0;0;0;LENTO
28;2020-06-08;AL;Batalha;city;59;1;True;18232.0;2700706;323.60685;0.0169;2.065340662455466;0.1292542853665789;0.008188837102047696;3.500577393992315;0.21907505994335408;0.013879384918724908;0;1;0;0;0;EXPONENCIAL
29;2020-06-08;AL;Belém;city;2;1;True;4344.0;2700805;46.04052;0.5;0.042510784398895586;-0.005113481191500709;-0.0009469774493622943;2.125539219944779;-0.2556740595750355;-0.047348872468114714;1;0;1;0;0;LENTO
30;2020-06-08;AL;Belo Monte;city;3;0;True;6704.0;2700904;44.7494;0.0;0.16740980401893882;0.006103255451178759;-0.001960768043521166;5.580326800631294;0.20344184837262533;-0.06535893478403887;1;1;0;0;0;LENTO
31;2020-06-08;AL;Boca da Mata;city;119;2;True;27281.0;2701001;436.20102;0.0168;3.660394933491177;0.2283648856311799;0.01623346973580719;3.0759621289841825;0.19190326523628562;0.013641571206560663;0;1;0;0;0;EXPONENCIAL
32;2020-06-08;AL;Branquinha;city;12;0;True;10494.0;2701100;114.35106;0.0;0.309751104650276;0.0025795730024588833;-0.0011409832889160672;2.581259205418967;0.02149644168715736;-0.00950819407430056;1;1;0;0;0;LENTO
33;2020-06-08;AL;Cacimbinhas;city;22;1;True;10858.0;2701209;202.61558;0.0455;0.8081159237140778;0.03283538028402544;0.00046489742700178737;3.673254198700354;0.149251728563752;0.002113170122735397;1;1;0;0;0;LENTO
34;2020-06-08;AL;Cajueiro;city;41;1;True;21264.0;2701308;192.81415;0.0244;1.5716113735844164;0.052880747462704866;-0.0026632312331574676;3.833198472157113;0.12897743283586552;-0.006495685934530409;1;1;0;0;0;LENTO
35;2020-06-08;AL;Campestre;city;21;2;True;6936.0;2701357;302.76817;0.0952;0.5469241569439244;-0.00901892863778381;-0.0006376095858122463;2.6044007473520208;-0.042947279227541955;-0.0030362361229154585;1;0;1;0;0;LENTO
36;2020-06-08;AL;Campo Alegre;city;45;1;True;57063.0;2701407;78.86021;0.0222;1.4545171668287835;0.07171119275002959;0.006764207480802512;3.2322603707306303;0.15935820611117688;0.015031572179561139;1;1;0;0;0;LENTO
37;2020-06-08;AL;Campo Grande;city;17;1;True;9558.0;2701506;177.86148;0.0588;0.5245359836547543;0.013166940779355995;0.00040538455707676575;3.085505786204437;0.07745259281974115;0.0023846150416280336;1;1;0;0;0;LENTO
38;2020-06-08;AL;Canapi;city;3;1;True;17722.0;2701605;16.92811;0.3333;0.0671322257420947;-0.0004364243112532901;-0.0005641969768980374;2.2377408580698233;-0.014547477041776337;-0.018806565896601245;1;0;1;0;0;LENTO
39;2020-06-08;AL;Capela;city;162;1;True;17053.0;2701704;949.9794800000001;0.0062;5.0648404992179685;0.23941018520025206;0.004440418611681316;3.126444752603684;0.1477840649384272;0.0027409991430131578;0;1;0;0;0;EXPONENCIAL
40;2020-06-08;AL;Carneiros;city;14;0;True;9081.0;2701803;154.16804;0.0;0.41126870794170584;-0.008697927167779076;-0.002998833852082726;2.9376336281550417;-0.06212805119842197;-0.0214202418005909;1;0;1;0;0;LENTO
41;2020-06-08;AL;Chã Preta;city;7;0;True;7311.0;2701902;95.74614;0.0;0.44447542828065256;0.0035178128315606024;-0.008674173947667277;6.349648975437894;0.050254469022294315;-0.12391677068096109;1;1;0;0;0;LENTO
42;2020-06-08;AL;Coité do Nóia;city;9;0;True;10693.0;2702009;84.16721;0.0;0.26586904994639915;0.004422326529368713;-0.00041501616336061126;2.954100554959991;0.04913696143743015;-0.004611290704006792;1;1;0;0;0;LENTO
43;2020-06-08;AL;Colônia Leopoldina;city;43;2;True;21698.0;2702108;198.17495;0.0465;1.28906148475373;0.020760197610416514;-0.003633363247758724;2.9978174064040237;0.04827952932655004;-0.008449681971531916;1;1;0;0;0;LENTO
44;2020-06-08;AL;Coqueiro Seco;city;49;2;True;5845.0;2702207;838.32335;0.0408;1.4636993978567638;0.011262865732847824;-0.007417605324529633;2.98714162827911;0.02298544027111801;-0.015137970050060474;1;1;0;0;0;LENTO
45;2020-06-08;AL;Coruripe;city;267;9;True;56933.0;2702306;468.9723;0.0337;8.288644865223652;0.310180994884668;0.01144202639165263;3.104361372742941;0.11617265726017528;0.004285403142941059;0;1;0;0;0;EXPONENCIAL
46;2020-06-08;AL;Craíbas;city;101;1;True;24219.0;2702355;417.02795;0.0099;3.7949519037222297;0.1160657571219281;-0.00785166144569065;3.757378122497257;0.11491659120982979;-0.0077739222234560895;0;1;0;0;0;EXPONENCIAL
47;2020-06-08;AL;Delmiro Gouveia;city;37;2;True;52016.0;2702405;71.13195999999999;0.0541;1.0903252202913998;0.03519908409259816;-0.001403325756825713;2.946824919706486;0.09513265970972476;-0.0037927723157451703;1;1;0;0;0;LENTO
48;2020-06-08;AL;Dois Riachos;city;13;0;True;11075.0;2702504;117.38148999999999;0.0;0.48268309832149703;-0.007316826351272908;-0.004750940237065863;3.712946910165362;-0.056283279625176215;-0.03654569413127587;1;0;1;0;0;LENTO
49;2020-06-08;AL;Estrela de Alagoas;city;8;0;True;18205.0;2702553;43.94397;0.0;0.4082154843085468;0.004517635131678734;-0.004732110420354577;5.102693553856835;0.05647043914598417;-0.059151380254432215;1;1;0;0;0;LENTO
50;2020-06-08;AL;Feira Grande;city;29;0;True;22166.0;2702603;130.83100000000002;0.0;1.1962635438655211;0.03165596032974725;-0.0013843293294121776;4.125046702984555;0.10915848389568016;-0.004773549411766129;1;1;0;0;0;LENTO
51;2020-06-08;AL;Feliz Deserto;city;8;1;True;4754.0;2702702;168.27934;0.125;0.3662049295532545;0.010861595260492688;-0.0010682439859933202;4.577561619415682;0.1357699407561586;-0.013353049824916502;1;1;0;0;0;LENTO
52;2020-06-08;AL;Flexeiras;city;51;1;True;12790.0;2702801;398.74902000000003;0.0196;2.0252150760076644;0.11252522799702178;0.004781183706144779;3.9710099529562046;0.22063770195494464;0.009374870012048587;0;1;0;0;0;EXPONENCIAL
53;2020-06-08;AL;Girau do Ponciano;city;56;0;True;40917.0;2702900;136.86243000000002;0.0;2.445416403643935;0.011906120198648992;-0.023432966285583744;4.366815006507027;0.021260928926158915;-0.04184458265282811;0;1;0;0;0;EXPONENCIAL
54;2020-06-08;AL;Ibateguara;city;12;3;True;15616.0;2703007;76.84425999999999;0.25;0.3408249215829923;0.01916881251423028;0.0015725869094305824;2.840207679858269;0.15974010428525234;0.01310489091192152;1;1;0;0;0;LENTO
55;2020-06-08;AL;Igaci;city;19;0;True;25631.0;2703106;74.12898;0.0;0.7783414621000541;0.03689805224194966;-0.0016550216520348012;4.096534011052916;0.19420027495762981;-0.008710640273867375;1;1;0;0;0;LENTO
56;2020-06-08;AL;Igreja Nova;city;10;1;True;24499.0;2703205;40.81799;0.1;0.7086201822805037;0.06219588250740174;0.004704415758103906;7.086201822805037;0.6219588250740175;0.04704415758103906;1;1;0;0;0;LENTO
57;2020-06-08;AL;Inhapi;city;3;0;True;18385.0;2703304;16.31765;0.0;0.055978113007278556;-0.0020306221290576675;-0.0004018736116079175;1.8659371002426184;-0.06768740430192226;-0.01339578705359725;1;0;1;0;0;LENTO
58;2020-06-08;AL;Jacaré dos Homens;city;2;0;True;5253.0;2703403;38.073479999999996;0.0;0.05619812547604899;-0.00038209741471055244;-0.0008758573119276463;2.80990627380245;-0.01910487073552762;-0.04379286559638232;1;0;1;0;0;LENTO
59;2020-06-08;AL;Jacuípe;city;17;1;True;7021.0;2703502;242.13075;0.0588;0.6312680699689738;0.012751839546264004;-0.004313195576043547;3.713341588052787;0.07501082086037648;-0.0253717386826091;1;1;0;0;0;LENTO
60;2020-06-08;AL;Japaratinga;city;43;1;True;8361.0;2703601;514.29255;0.0233;1.5448763605072233;0.04328312779058661;-0.0012501626935101724;3.5927357221098215;0.10065843672229444;-0.002907355101186448;1;1;0;0;0;LENTO
61;2020-06-08;AL;Jaramataia;city;1;0;True;5770.0;2703700;17.331020000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;1;0;LENTO
62;2020-06-08;AL;Jequiá da Praia;city;134;3;True;11580.0;2703759;1157.1675300000002;0.0224;4.162971794065516;0.08250608642924798;-0.009037954499922332;3.106695368705609;0.061571706290483565;-0.006744742164121143;0;1;0;0;0;EXPONENCIAL
63;2020-06-08;AL;Joaquim Gomes;city;48;5;True;23993.0;2703809;200.05835;0.1042;1.5788343878500428;0.07156540539639075;0.0045140467678770075;3.289238308020922;0.14909459457581406;0.009404264099743766;1;1;0;0;0;LENTO
64;2020-06-08;AL;Jundiá;city;3;2;True;4155.0;2703908;72.20217;0.6667;0.08335024496678041;0.0027854397327025586;-7.983057654581719e-05;2.7783414988926807;0.09284799109008529;-0.0026610192181939062;1;1;0;0;0;LENTO
65;2020-06-08;AL;Junqueiro;city;169;2;True;24727.0;2704005;683.46342;0.0118;5.201745510594748;0.13635009531849276;-0.0103653399821871;3.0779559234288447;0.08068052977425608;-0.006133337267566332;0;1;0;0;0;EXPONENCIAL
66;2020-06-08;AL;Lagoa da Canoa;city;39;2;True;17852.0;2704104;218.46292000000003;0.0513;1.5154618781916307;0.15299525817078474;0.0232511898034936;3.885799687670848;0.39229553377124293;0.05961843539357334;1;1;0;0;0;LENTO
67;2020-06-08;AL;Limoeiro de Anadia;city;15;1;True;28635.0;2704203;52.38345;0.0667;0.3704896145445851;0.010865375163451057;0.0012993661546520493;2.4699307636305674;0.07243583442300704;0.008662441031013662;1;1;0;0;0;LENTO
68;2020-06-08;AL;Maceió;city;8134;377;True;1018948.0;2704302;798.2743;0.0463;172.87236361025478;4.92758346977314;-0.030755174406722367;2.12530567507075;0.060580077081056546;-0.0003781063979188882;0;1;0;0;0;EXPONENCIAL
69;2020-06-08;AL;Major Isidoro;city;35;1;True;19804.0;2704401;176.73197;0.0286;1.2876825422361478;0.05498421607925904;0.00467130898867265;3.679092977817565;0.15709776022645439;0.013346597110493286;1;1;0;0;0;LENTO
70;2020-06-08;AL;Maragogi;city;154;6;True;32704.0;2704500;470.89041;0.039;4.410034040975358;0.12052907745506845;-0.006659174660898108;2.863658468165817;0.07826563471108341;-0.0043241393901935765;0;1;0;0;0;EXPONENCIAL
71;2020-06-08;AL;Maravilha;city;9;0;True;9163.0;2704609;98.22111;0.0;0.3242861103497234;-0.0020441533774022873;-0.0017541992612848348;3.603179003885815;-0.02271281530446986;-0.01949110290316483;1;0;1;0;0;LENTO
72;2020-06-08;AL;Marechal Deodoro;city;568;13;True;51901.0;2704708;1094.39124;0.0229;14.99076050153226;0.7398275287893927;0.04301417841560955;2.639218398157088;0.13025132549109025;0.007572918735142526;0;1;0;0;0;EXPONENCIAL
73;2020-06-08;AL;Maribondo;city;37;1;True;13264.0;2704807;278.95054;0.027000000000000003;0.9748469786528109;0.013274738202129075;-0.004014689287295802;2.634721563926516;0.035877670816565066;-0.010850511587285951;1;1;0;0;0;LENTO
74;2020-06-08;AL;Mar Vermelho;city;7;0;True;3514.0;2704906;199.20318999999998;0.0;0.27458992945119987;0.013793646960818074;0.002267975541111534;3.922713277874284;0.1970520994402582;0.03239965058730763;1;1;0;0;0;LENTO
75;2020-06-08;AL;Matriz de Camaragibe;city;104;3;True;24642.0;2705101;422.04367;0.0288;3.4385476757259528;0.17592332856258047;0.006367849988858989;3.3062958420441855;0.1691570466947889;0.0061229326815951815;0;1;0;0;0;EXPONENCIAL
76;2020-06-08;AL;Messias;city;47;5;True;17856.0;2705200;263.21685;0.1064;1.5235891569210194;0.03383084585259218;-0.004295233127226429;3.2416790572787644;0.07198052309062167;-0.009138793887715806;1;1;0;0;0;LENTO
77;2020-06-08;AL;Minador do Negrão;city;3;0;True;5329.0;2705309;56.29574;0.0;0.10668534267754416;-0.0005879474119909323;-0.0013060132879353801;3.5561780892514725;-0.01959824706636441;-0.043533776264512665;1;0;1;0;0;LENTO
78;2020-06-08;AL;Monteirópolis;city;12;0;True;7159.0;2705408;167.62118;0.0;0.4168916059109234;-0.0020679668047987824;-0.002273245398744798;3.4740967159243614;-0.017233056706656518;-0.01894371165620665;1;0;1;0;0;LENTO
79;2020-06-08;AL;Murici;city;129;5;True;28236.0;2705507;456.86357999999996;0.0388;3.0110491108171455;0.08597577460880022;0.00916584001024873;2.334146597532671;0.06664788729364357;0.007105302333526148;0;1;0;0;0;EXPONENCIAL
80;2020-06-08;AL;Novo Lino;city;38;2;True;12690.0;2705606;299.44838;0.0526;1.5703286827610412;0.17386780193185988;0.025416708070925324;4.13244390200274;0.45754684718910493;0.06688607387085611;1;1;0;0;0;LENTO
81;2020-06-08;AL;Olho d'Água das Flores;city;68;2;True;21688.0;2705705;313.53744;0.0294;2.1594863256853976;0.09726188993428085;0.0011157852415410517;3.175715184831467;0.1430321910798248;0.001640860649325076;0;1;0;0;0;EXPONENCIAL
82;2020-06-08;AL;Olho d'Água do Casado;city;5;0;True;9373.0;2705804;53.34471;0.0;0.14854707577097145;-0.013462675324175792;-0.0018394217204935521;2.9709415154194287;-0.26925350648351587;-0.03678843440987104;1;0;1;0;0;LENTO
83;2020-06-08;AL;Olho d'Água Grande;city;11;0;True;5123.0;2705903;214.71794;0.0;0.5858470792581499;0.010635245592365587;-0.0030248764549677724;5.325882538710454;0.09668405083968716;-0.02749887686334339;1;1;0;0;0;LENTO
84;2020-06-08;AL;Olivença;city;9;0;True;11624.0;2706000;77.42602;0.0;0.2782215358760962;0.00048109179254092634;-0.0019228323026466315;3.091350398623291;0.005345464361565848;-0.02136480336274035;1;0;0;0;1;LENTO
85;2020-06-08;AL;Ouro Branco;city;21;0;True;11496.0;2706109;182.67223;0.0;0.8634497566558573;0.02408540313018371;-0.0065443379386001446;4.111665507885035;0.11469239585801767;-0.03116351399333402;1;1;0;0;0;LENTO
86;2020-06-08;AL;Palestina;city;5;0;True;5011.0;2706208;99.78048000000001;0.0;0.15120186578259623;0.011520577491090858;0.000958013253450921;3.024037315651925;0.23041154982181716;0.01916026506901842;1;1;0;0;0;LENTO
87;2020-06-08;AL;Palmeira dos Índios;city;185;3;True;73218.0;2706307;252.67011000000002;0.0162;4.280073212311064;0.0875136188173888;-0.009336663484627956;2.31355308773571;0.04730465882021016;-0.0050468451268259225;0;1;0;0;0;EXPONENCIAL
88;2020-06-08;AL;Pão de Açúcar;city;49;1;True;24399.0;2706406;200.8279;0.0204;2.307746408268225;0.0956606097837424;-0.0025189187209983706;4.709686547486173;0.19522573425253553;-0.005140650451017082;1;1;0;0;0;LENTO
89;2020-06-08;AL;Pariconha;city;4;0;True;10533.0;2706422;37.97589;0.0;0.27156157854971197;0.013106620441415057;-0.0035127995587841136;6.7890394637427995;0.32766551103537644;-0.08781998896960284;1;1;0;0;0;LENTO
90;2020-06-08;AL;Paripueira;city;43;4;True;13176.0;2706448;326.35094;0.09300000000000001;1.1804835593448264;0.044579452643524926;0.0034494843658710293;2.7453106031275034;0.1036731456826161;0.008022056664816347;1;1;0;0;0;LENTO
91;2020-06-08;AL;Passo de Camaragibe;city;90;3;True;15245.0;2706505;590.35749;0.0333;4.052796359658199;0.18163316819565756;0.005432961709057921;4.503107066286888;0.2018146313285084;0.006036624121175467;0;1;0;0;0;EXPONENCIAL
92;2020-06-08;AL;Paulo Jacinto;city;51;3;True;7564.0;2706604;674.24643;0.0588;1.5369103294105277;0.0287215771315046;-0.00674658780102662;3.0135496655108387;0.056316817904910985;-0.013228603531424745;0;1;0;0;0;EXPONENCIAL
93;2020-06-08;AL;Penedo;city;61;3;True;63683.0;2706703;95.78694;0.0492;1.8798456379173953;0.07485402904333341;0.0027392693314614953;3.08171416052032;0.12271152302185805;0.004490605461412287;0;1;0;0;0;EXPONENCIAL
94;2020-06-08;AL;Piaçabuçu;city;65;4;True;17827.0;2706802;364.61547;0.0615;2.130325443868283;0.16333140173485872;0.021262750074224242;3.2774237597973586;0.25127907959209034;0.03271192319111422;0;1;0;0;0;EXPONENCIAL
95;2020-06-08;AL;Pilar;city;209;6;True;35111.0;2706901;595.25505;0.0287;5.8946243824888205;0.2239697331015826;0.007518133988079183;2.8203944413822106;0.10716255172324526;0.0035971932957316664;0;1;0;0;0;EXPONENCIAL
96;2020-06-08;AL;Pindoba;city;10;1;True;2908.0;2707008;343.87895;0.1;0.28318211562375556;-0.0020281709244009015;-0.0010150507144401832;2.8318211562375555;-0.020281709244009013;-0.010150507144401832;1;0;1;0;0;LENTO
97;2020-06-08;AL;Piranhas;city;9;1;True;25039.0;2707107;35.94393;0.1111;0.30558175681888466;0.0024587870781481755;-0.00269636871239466;3.395352853543163;0.027319856423868617;-0.029959652359940667;1;1;0;0;0;LENTO
98;2020-06-08;AL;Poço das Trincheiras;city;7;1;True;14386.0;2707206;48.65842;0.1429;0.2302457946718728;0.008417693377986726;-0.00010307491665935969;3.2892256381696114;0.12025276254266751;-0.001472498809419424;1;1;0;0;0;LENTO
99;2020-06-08;AL;Porto Calvo;city;214;2;True;27165.0;2707305;787.7783900000001;0.0093;5.950012216779781;0.1159835140798109;-0.0052080678544630145;2.780379540551299;0.05419790377561257;-0.0024336765675060813;0;1;0;0;0;EXPONENCIAL
100;2020-06-08;AL;Porto de Pedras;city;35;1;True;7786.0;2707404;449.52479000000005;0.0286;1.4709992356239823;0.04074631142354268;-0.0018425881347997391;4.202854958925664;0.11641803263869337;-0.005264537527999255;1;1;0;0;0;LENTO
101;2020-06-08;AL;Porto Real do Colégio;city;19;0;True;20066.0;2707503;94.68753000000001;0.0;0.5093717276772943;0.03290869399200549;0.002835669831620337;2.6809038298804966;0.17320365258950257;0.014924578061159668;1;1;0;0;0;LENTO
102;2020-06-08;AL;Quebrangulo;city;37;0;True;11294.0;2707602;327.60758;0.0;1.1459866298270245;-0.01895335263822885;-0.008099887668704639;3.097261161694661;-0.05122527740061852;-0.02189158829379632;1;0;1;0;0;LENTO
103;2020-06-08;AL;Rio Largo;city;271;22;True;75120.0;2707701;360.75612;0.0812;6.616140074627248;0.1825464651019213;0.002992738737493257;2.441380101338468;0.06736031922580123;0.0011043316374513862;0;1;0;0;0;EXPONENCIAL
104;2020-06-08;AL;Roteiro;city;22;0;True;6664.0;2707800;330.13205;0.0;1.0045710346818442;0.06776462116971116;0.005532110690308893;4.566231975826565;0.3080210053168689;0.025145957683222243;1;1;0;0;0;LENTO
105;2020-06-08;AL;Santa Luzia do Norte;city;87;2;True;7296.0;2707909;1192.43421;0.023;2.2794029388091155;0.03927385228264264;-0.002994190978207078;2.620003377941512;0.04514235894556626;-0.003441598825525377;0;1;0;0;0;EXPONENCIAL
106;2020-06-08;AL;Santana do Ipanema;city;102;4;True;47654.0;2708006;214.04289;0.0392;2.8794911570447175;0.030138318766117878;-0.004960115115339659;2.823030546122272;0.029547371339331253;-0.004862857956215352;0;1;0;0;0;EXPONENCIAL
107;2020-06-08;AL;Santana do Mundaú;city;16;1;True;10740.0;2708105;148.97579;0.0625;0.883940060411784;0.039034516438547384;-0.0007623191413742396;5.52462537757365;0.24396572774092115;-0.0047644946335889974;1;1;0;0;0;LENTO
108;2020-06-08;AL;São Brás;city;21;0;True;6961.0;2708204;301.68079;0.0;0.7684272221881601;0.013830826177845245;-0.007654472816792456;3.6591772485150478;0.06586107703735831;-0.036449870556154555;1;1;0;0;0;LENTO
109;2020-06-08;AL;São José da Laje;city;195;1;True;23927.0;2708303;814.9788900000001;0.0051;7.2528264638137205;0.3623574134179069;0.01603039593059773;3.7193981865711385;0.1858243145732856;0.00822071586184499;0;1;0;0;0;EXPONENCIAL
110;2020-06-08;AL;São José da Tapera;city;36;1;True;32260.0;2708402;111.5933;0.0278;1.242413719363754;-0.025591365498168143;-0.010466614160369094;3.4511492204548726;-0.0710871263838004;-0.029073928223247485;1;0;1;0;0;LENTO
111;2020-06-08;AL;São Luís do Quitunde;city;115;4;True;34555.0;2708501;332.80278;0.0348;4.344940470647965;0.22553375956099264;0.01839562756821181;3.7782091049112743;0.1961163126617327;0.01599619788540157;0;1;0;0;0;EXPONENCIAL
112;2020-06-08;AL;São Miguel dos Campos;city;347;5;True;61251.0;2708600;566.52136;0.0144;10.27438364403175;0.3220416097813295;-0.008783890282218399;2.9609174766662103;0.0928073803404408;-0.002531380484789164;0;1;0;0;0;EXPONENCIAL
113;2020-06-08;AL;São Miguel dos Milagres;city;28;1;True;7951.0;2708709;352.15696;0.0357;0.5801840763763753;0.002344019883164835;1.6372638520589648e-05;2.072085987058483;0.008371499582731553;5.847370900210589e-05;1;0;0;0;1;LENTO
