,date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,growth_rate,growth_accel,growth_accel_rate
3830,2020-06-08,TO,Juarina,city,1,0,True,2193.0,1711803,45.59964,0.0,0.0,0.0,0.0
3831,2020-06-08,TO,Lagoa da Confusão,city,24,0,True,13357.0,1711902,179.68107,0.0,2.0070965203556046,0.14437982445427447,-0.0020232998138032137
3832,2020-06-08,TO,Lajeado,city,1,0,True,3134.0,1712009,31.9081,0.0,0.0,0.0,0.0
3833,2020-06-08,TO,Lizarda,city,1,1,True,3740.0,1712405,26.73797,1.0,0.0,0.0,0.0
3834,2020-06-08,TO,Luzinópolis,city,6,0,True,3108.0,1712454,193.05019,0.0,0.3307555681608317,0.038333099153086525,0.004566149043707922
3835,2020-06-08,TO,Marianópolis do Tocantins,city,10,1,True,5175.0,1712504,193.23671000000002,0.1,0.3869753756944315,0.005978335726474341,-0.00274721371182872
3836,2020-06-08,TO,Maurilândia do Tocantins,city,18,0,True,3426.0,1712801,525.39405,0.0,0.5749345835498209,0.001132772338259395,2.6759258388668594e-05
3837,2020-06-08,TO,Miracema do Tocantins,city,30,0,True,18248.0,1713205,164.40158,0.0,1.157690210474359,0.05874398287434556,0.0014552810612127411
3838,2020-06-08,TO,Miranorte,city,17,2,True,13434.0,1713304,126.54458999999999,0.1176,0.4363441007190959,-0.005755762473500887,-0.002673673164194489
3839,2020-06-08,TO,Monte do Carmo,city,2,0,True,7947.0,1713601,25.166729999999998,0.0,-0.6480236053563013,0.068044728469524,0.03135244666478732
3840,2020-06-08,TO,Muricilândia,city,4,0,True,3551.0,1713957,112.64433000000001,0.0,0.5081967213114754,0.2710382513661202,0.14783904619970192
3841,2020-06-08,TO,Nazaré,city,4,0,True,3898.0,1714302,102.61673,0.0,0.22924686092347857,0.016391587364926276,0.0014345385833521953
3842,2020-06-08,TO,Nova Olinda,city,162,4,True,11819.0,1714880,1370.67434,0.0247,5.455910040705093,0.2027420418434775,0.009137674064729574
3843,2020-06-08,TO,Nova Rosalândia,city,7,0,True,4260.0,1715002,164.31925,0.0,0.18632734403786097,-0.002404576293900804,0.0006887969570801259
3844,2020-06-08,TO,Novo Acordo,city,2,0,True,4342.0,1715101,46.06172,0.0,0.03963599995352031,0.0009198432560498458,-0.00027643057728082095
3845,2020-06-08,TO,Oliveira de Fátima,city,8,0,True,1112.0,1715507,719.42446,0.0,0.3301027352185989,-0.0023819649226326594,-0.0009653375115490226
3846,2020-06-08,TO,Palmas,city,806,9,True,299127.0,1721000,269.45077000000003,0.0112,18.80851734260541,0.6664812279248424,0.016674833061467026
3847,2020-06-08,TO,Palmeirante,city,2,0,True,6026.0,1715705,33.18951,0.0,-55.00280435533757,-0.33001949563911476,3.8133247369388963
3848,2020-06-08,TO,Palmeiras do Tocantins,city,42,1,True,6658.0,1713809,630.82007,0.0238,1.6461980725543055,0.05633169235439657,-0.005443175667972967
3849,2020-06-08,TO,Palmeirópolis,city,1,0,True,7659.0,1715754,13.05653,0.0,0.0,0.0,0.0
3850,2020-06-08,TO,Paraíso do Tocantins,city,152,6,True,51252.0,1716109,296.57379,0.0395,4.077844332354778,0.12450258650189397,-0.0004421130056907634
3851,2020-06-08,TO,Pedro Afonso,city,7,0,True,13578.0,1716505,51.553979999999996,0.0,0.2867339670582186,0.011078995455605482,-0.00010891782704034395
3852,2020-06-08,TO,Peixe,city,1,0,True,11749.0,1716604,8.51136,0.0,-0.0037347880189460003,-0.002645933058190389,-0.00034829287029031555
3853,2020-06-08,TO,Pequizeiro,city,4,1,True,5477.0,1716653,73.03268,0.25,0.17553463469826863,-0.002657510567282053,-0.002847638256837585
3854,2020-06-08,TO,Pindorama do Tocantins,city,3,0,True,4447.0,1717008,67.46121,0.0,0.111292865045287,0.02302303704819421,0.004959126486318214
3855,2020-06-08,TO,Piraquê,city,1,0,True,3028.0,1717206,33.0251,0.0,0.0,0.0,0.0
3856,2020-06-08,TO,Pium,city,1,0,True,7654.0,1717503,13.06506,0.0,0.0,0.0,0.0
3857,2020-06-08,TO,Ponte Alta do Tocantins,city,4,0,True,8039.0,1717909,49.75743,0.0,0.0878502648141944,-0.008083995215793765,-0.0004725887048604557
3858,2020-06-08,TO,Porto Nacional,city,87,1,True,53010.0,1718204,164.11998,0.0115,3.215225808962123,0.1755659665920026,0.008329651636535892
3859,2020-06-08,TO,Praia Norte,city,42,0,True,8432.0,1718303,498.10247000000004,0.0,1.6607106832212135,0.03991245534161347,-0.0006457946794090479
3860,2020-06-08,TO,Presidente Kennedy,city,3,0,True,3684.0,1718402,81.43321999999999,0.0,0.049713998267259266,-0.014456103801172343,-0.0008794615185492051
3861,2020-06-08,TO,Pugmil,city,6,0,True,2688.0,1718451,223.21428999999998,0.0,0.15916407535509547,-0.0036501406819848237,0.0005698671703118635
3862,2020-06-08,TO,Riachinho,city,3,0,True,4645.0,1718550,64.58558000000001,0.0,0.03753549867337783,-0.008222173809869117,-0.002043112837665553
3863,2020-06-08,TO,Rio Sono,city,22,0,True,6478.0,1718758,339.61099,0.0,1.6401407796174057,0.06600756393098736,-0.013215179025284522
3864,2020-06-08,TO,Sampaio,city,32,0,True,4711.0,1718808,679.2613,0.0,1.1903008541145275,0.03771176317658247,-0.0028101153119607382
3865,2020-06-08,TO,Sandolândia,city,3,0,True,3375.0,1718840,88.88889,0.0,-0.26883545112867624,0.05149361889140914,0.03570568091549928
3866,2020-06-08,TO,Santa Fé do Araguaia,city,12,0,True,7512.0,1718865,159.74441000000002,0.0,0.674954379945374,0.06985639623400401,0.008167798081656935
3867,2020-06-08,TO,Santa Rosa do Tocantins,city,1,0,True,4829.0,1718907,20.70822,0.0,-0.007883173055329378,-0.008047533862524598,-0.0020589908300916596
3868,2020-06-08,TO,Santa Tereza do Tocantins,city,5,1,True,2866.0,1719004,174.45918,0.2,0.22863549946162612,0.00573170824911442,-0.002852440989314688
3869,2020-06-08,TO,São Bento do Tocantins,city,11,0,True,5324.0,1720101,206.61157,0.0,0.3778559881037242,-0.00799731794479745,-0.003341935361773005
3870,2020-06-08,TO,São Miguel do Tocantins,city,89,4,True,12139.0,1720200,733.17407,0.0449,2.750832629894113,0.07315987955773962,0.0010607470526462148
3871,2020-06-08,TO,São Salvador do Tocantins,city,1,0,True,3082.0,1720259,32.446459999999995,0.0,0.0,0.0,0.0
3872,2020-06-08,TO,São Sebastião do Tocantins,city,7,0,True,4805.0,1720309,145.68158,0.0,0.2238309119601134,-0.001820819912443528,-0.0032141594619869906
3873,2020-06-08,TO,Silvanópolis,city,2,0,True,5403.0,1720655,37.01647,0.0,0.04894067593054965,0.002672145091338475,-0.00010625111069419023
3874,2020-06-08,TO,Sítio Novo do Tocantins,city,68,3,True,9029.0,1720804,753.1288099999999,0.0441,1.731238853046327,-0.019734485398927772,-0.009858982599380624
3875,2020-06-08,TO,Tabocão,city,17,0,True,2589.0,1708254,656.62418,0.0,0.44556513877213405,0.00149644616401643,-0.0004085422313411466
3876,2020-06-08,TO,Talismã,city,1,0,True,2793.0,1720978,35.8038,0.0,0.0,0.0,0.0
3877,2020-06-08,TO,Tocantínia,city,2,0,True,7545.0,1721109,26.507620000000003,0.0,0.058071396325250615,0.0004701508037811827,-0.0007854035405251699
3878,2020-06-08,TO,Tocantinópolis,city,159,3,True,22870.0,1721208,695.23393,0.0189,4.867009587754533,0.2183840057701259,0.004824047637450524
3879,2020-06-08,TO,Wanderlândia,city,30,0,True,11683.0,1722081,256.78336,0.0,0.9227612989491123,0.035853905850352516,0.0034202676485595843
3880,2020-06-08,TO,Xambioá,city,227,3,True,11540.0,1722107,1967.0710600000002,0.0132,9.301663400553162,0.12391987600916407,-0.060659053755708285
3881,2020-06-07,AM,Alvarães,city,384,10,True,16041.0,1300029,2393.86572,0.026000000000000002,13.909383394235515,0.4971738957221718,-0.029767539865955633
3882,2020-06-07,AM,Amaturá,city,334,8,True,11536.0,1300060,2895.28433,0.024,7.700581817869943,-0.007848541811192601,-0.020915418082160808
3883,2020-06-07,AM,Anamã,city,213,0,True,13614.0,1300086,1564.56589,0.0,5.2027486954300945,0.05215343217728953,-0.013315061800936745
3884,2020-06-07,AM,Anori,city,468,7,True,21010.0,1300102,2227.51071,0.015,10.716318697491609,0.31935487620356784,0.011434289519828202
3885,2020-06-07,AM,Apuí,city,27,0,True,21973.0,1300144,122.87808000000001,0.0,0.5459222379002638,-0.03245352953690855,-0.001208624282733493
3886,2020-06-07,AM,Atalaia do Norte,city,159,1,True,19921.0,1300201,798.1527,0.0063,6.421357657797217,0.5660385727406909,0.05708029496605665
3887,2020-06-07,AM,Autazes,city,666,23,True,39565.0,1300300,1683.30595,0.0345,15.497176226276029,0.09915898525679737,-0.023500227093397684
3888,2020-06-07,AM,Barcelos,city,597,20,True,27502.0,1300409,2170.75122,0.0335,16.410631567844064,0.35465287974418463,-0.012908397604295154
3889,2020-06-07,AM,Barreirinha,city,409,4,True,32041.0,1300508,1276.4895,0.0098,12.788309318318921,0.34818882505091503,0.013188925844035611
3890,2020-06-07,AM,Benjamin Constant,city,1084,25,True,42984.0,1300607,2521.8686,0.0231,29.145756844050418,0.46843268942014477,-0.06540849032457777
3891,2020-06-07,AM,Beruri,city,374,5,True,19679.0,1300631,1900.50307,0.0134,10.183588905045228,0.22077414576457952,-0.02323469297916759
3892,2020-06-07,AM,Boa Vista do Ramos,city,90,2,True,19207.0,1300680,468.57915999999994,0.0222,2.5833070027527634,0.031629714801464884,0.0023970232439292777
3893,2020-06-07,AM,Boca do Acre,city,475,7,True,34308.0,1300706,1384.51673,0.0147,9.905104210846355,0.11525959035430666,-0.01933588153209271
3894,2020-06-07,AM,Borba,city,315,14,True,41161.0,1300805,765.28753,0.0444,8.75690643552042,0.16468559293557436,-0.002373305517494642
3895,2020-06-07,AM,Caapiranga,city,109,2,True,13081.0,1300839,833.26963,0.0183,2.8482128989007136,0.02982449289391008,-0.005021476556877714
3896,2020-06-07,AM,Canutama,city,36,0,True,15629.0,1300904,230.34103,0.0,0.7307980172276707,0.0031000575290817244,0.00019805313793435495
3897,2020-06-07,AM,Carauari,city,290,2,True,28294.0,1301001,1024.95229,0.0069,6.029583787968849,0.0792924033152092,0.0025760685321572336
3898,2020-06-07,AM,Careiro,city,769,13,True,37869.0,1301100,2030.6847300000002,0.0169,16.155202613739736,0.05908156552565767,-0.025250350632753306
3899,2020-06-07,AM,Careiro da Várzea,city,54,1,True,30225.0,1301159,178.66005,0.0185,0.8673069042996866,-0.009177443309237013,-0.0011001802293281963
3900,2020-06-07,AM,Coari,city,2100,64,True,85097.0,1301209,2467.77207,0.0305,48.49801076878057,-0.2313495915350995,-0.2139362845215577
3901,2020-06-07,AM,Codajás,city,74,2,True,28637.0,1301308,258.40696,0.027000000000000003,2.0061117023154007,0.05223613137642787,0.002079219836480874
3902,2020-06-07,AM,Eirunepé,city,195,0,True,35273.0,1301407,552.83078,0.0,5.941907398655449,0.09843718538619037,-0.011094274999241774
3903,2020-06-07,AM,Fonte Boa,city,321,13,True,17609.0,1301605,1822.9314600000002,0.0405,8.927644027337832,0.13053989076330624,-0.0071055196014435835
3904,2020-06-07,AM,Guajará,city,80,1,True,16678.0,1301654,479.67382000000003,0.0125,3.446060450370991,0.2230935203589731,0.022133466701087873
3905,2020-06-07,AM,Humaitá,city,203,2,True,55080.0,1301704,368.55483,0.0099,7.150157456342249,0.5241871954432406,0.054413128115266864
3906,2020-06-07,AM,Iranduba,city,898,26,True,48296.0,1301852,1859.3672399999998,0.028999999999999998,20.489320933889537,0.6801956250108084,0.0351112008986881
3907,2020-06-07,AM,Itacoatiara,city,962,50,True,101337.0,1301902,949.3077599999999,0.052000000000000005,19.861659758722308,0.2888860441848247,-0.01737876341485675
3908,2020-06-07,AM,Itamarati,city,4,0,True,7851.0,1301951,50.94892,0.0,0.06440516483026215,-0.0035441974658741663,-0.0005648174155634679
3909,2020-06-07,AM,Itapiranga,city,389,5,True,9148.0,1302009,4252.29558,0.0129,9.833274559605623,-0.024365965250632556,-0.025501917258638124
3910,2020-06-07,AM,Japurá,city,137,0,True,2755.0,1302108,4972.77677,0.0,5.248316328924923,0.14091235828461124,-0.015391169081478242
3911,2020-06-07,AM,Juruá,city,72,0,True,14712.0,1302207,489.39640999999995,0.0,2.286895612611695,0.1539682108478334,0.016568700452461286
3912,2020-06-07,AM,Jutaí,city,149,11,True,14317.0,1302306,1040.72082,0.0738,3.664411765816494,0.0636683528805056,-0.007681530276613467
3913,2020-06-07,AM,Lábrea,city,117,0,True,46069.0,1302405,253.96687999999997,0.0,3.2777496828972157,0.23956780767533598,0.03281081528580234
3914,2020-06-07,AM,Manacapuru,city,2670,109,True,97377.0,1302504,2741.92058,0.0408,48.855049119137455,0.12237551424194225,-0.08251350581391056
3915,2020-06-07,AM,Manaquiri,city,152,7,True,32105.0,1302553,473.4465,0.0461,3.608455432791587,0.028773884399960016,-0.0010640605489452253
3916,2020-06-07,AM,Manaus,city,20837,1466,True,2182763.0,1302603,954.6157800000001,0.0704,381.09608211211787,3.447686488868985,-0.5763619933229204
3917,2020-06-07,AM,Manicoré,city,68,2,True,55751.0,1302702,121.97091,0.0294,1.4329260052240083,0.007995628248152108,-0.0020656560859882898
3918,2020-06-07,AM,Maraã,city,116,1,True,18224.0,1302801,636.52327,0.0086,2.662131351178027,0.03603448157962759,-0.0005250032285012206
3919,2020-06-07,AM,Maués,city,733,29,True,63905.0,1302900,1147.0151,0.0396,15.326860295069986,-0.11354697887105134,-0.04751450470973992
3920,2020-06-07,AM,Nhamundá,city,72,2,True,21173.0,1303007,340.05573,0.0278,1.8973535289977785,0.05447632856357264,0.0052972705300842506
3921,2020-06-07,AM,Nova Olinda do Norte,city,140,12,True,37378.0,1303106,374.55188,0.0857,3.5324173418678786,0.08180682409597662,0.004051891890416968
3922,2020-06-07,AM,Novo Airão,city,176,5,True,19454.0,1303205,904.69826,0.0284,3.7754817654967603,0.057599821650935565,-0.004949503649608572
3923,2020-06-07,AM,Novo Aripuanã,city,229,8,True,25644.0,1303304,892.99641,0.0349,6.039317380528892,0.0953746632580459,-0.004626119679010572
3924,2020-06-07,AM,Parintins,city,1658,60,True,114273.0,1303403,1450.91141,0.0362,34.97004161716375,0.8400383477602483,0.012913690263315918
3925,2020-06-07,AM,Pauini,city,67,0,True,19426.0,1303502,344.89859,0.0,2.932506471014635,0.18208818509593613,0.00651656009570035
3926,2020-06-07,AM,Presidente Figueiredo,city,538,16,True,36279.0,1303536,1482.95157,0.0297,11.50707073660254,0.16692355814890802,-0.008303839727572131
3927,2020-06-07,AM,Rio Preto da Eva,city,575,11,True,33347.0,1303569,1724.2930399999998,0.0191,11.889536656919159,-0.13461915392118007,-0.015666968544418305
3928,2020-06-07,AM,Santa Isabel do Rio Negro,city,43,1,True,25156.0,1303601,170.93338,0.0233,1.0406486637638772,0.005971777250687964,-0.004460413156365643
3929,2020-06-07,AM,Santo Antônio do Içá,city,786,16,True,21602.0,1303700,3638.55199,0.0204,14.25767135092535,-0.05219376776060995,-0.03322263111102393
3930,2020-06-07,AM,São Gabriel da Cachoeira,city,2286,27,True,45564.0,1303809,5017.11878,0.0118,66.94400074200195,1.5345181454926016,-0.1810572457465075
3931,2020-06-07,AM,São Paulo de Olivença,city,481,12,True,39299.0,1303908,1223.9497199999998,0.0249,9.288096810047374,-0.017624738493973398,-0.01770141344374239
3932,2020-06-07,AM,São Sebastião do Uatumã,city,130,1,True,14020.0,1303957,927.24679,0.0077,3.9769052238184073,0.14212223014386216,-0.002949436275169285
3933,2020-06-07,AM,Silves,city,137,4,True,9171.0,1304005,1493.8392800000001,0.0292,2.8476940330841383,-0.06716056684847514,-0.009381297579771247
3934,2020-06-07,AM,Tabatinga,city,1103,60,True,65844.0,1304062,1675.1716199999998,0.0544,23.692322039349982,0.32254712162898247,-0.030665795999108222
3935,2020-06-07,AM,Tapauá,city,456,3,True,17156.0,1304104,2657.96223,0.0066,11.602134013879615,0.08099596089603643,-0.03230367061151911
3936,2020-06-07,AM,Tefé,city,2253,62,True,59849.0,1304203,3764.4739299999997,0.0275,52.288232881304786,0.7469343159934676,-0.07593025657837202
3937,2020-06-07,AM,Tonantins,city,292,12,True,18755.0,1304237,1556.91816,0.0411,6.144870588606494,0.0593502600023388,-0.021300372160125012
3938,2020-06-07,AM,Uarini,city,269,1,True,13540.0,1304260,1986.7060600000002,0.0037,12.828458460001137,0.6321112124280717,0.015681536767145274
3939,2020-06-07,AM,Urucará,city,248,3,True,16256.0,1304302,1525.59055,0.0121,6.126467882977561,0.01978861128617013,-0.01578626483001077
3940,2020-06-07,AM,Urucurituba,city,200,2,True,23065.0,1304401,867.11468,0.01,6.01198065415175,0.19297822453149305,-0.0022432826113450814
3941,2020-06-07,MS,Água Clara,city,5,0,True,15522.0,5000203,32.212340000000005,0.0,0.3196360931006432,0.01909451506788791,-0.001237631273131815
3942,2020-06-07,MS,Alcinópolis,city,1,0,True,5343.0,5000252,18.716079999999998,0.0,0.0,0.0,0.0
3943,2020-06-07,MS,Amambai,city,6,0,True,39396.0,5000609,15.229970000000002,0.0,0.147626709804498,-0.005711300941958796,-0.0006716212781561601
3944,2020-06-07,MS,Anastácio,city,1,0,True,25135.0,5000708,3.9785199999999996,0.0,0.0,0.0,0.0
3945,2020-06-07,MS,Aparecida do Taboado,city,2,0,True,25745.0,5001003,7.7685,0.0,0.2539618220417368,0.06371203943629715,0.013513599150893308
3946,2020-06-07,MS,Bataguassu,city,11,0,True,23024.0,5001904,47.77623,0.0,0.23944504677847878,-0.0005778609324800001,-0.001167527290223099
3947,2020-06-07,MS,Batayporã,city,6,2,True,11329.0,5002001,52.96143000000001,0.3333,0.02118248016148661,-0.0010332002488979085,5.6496869775410274e-05
3948,2020-06-07,MS,Bela Vista,city,2,0,True,24629.0,5002100,8.120510000000001,0.0,0.01953227803430498,-0.0021627793265158023,0.00010599803396231623
3949,2020-06-07,MS,Bonito,city,49,0,True,21976.0,5002209,222.97051000000002,0.0,1.4782216400417152,-0.03274263798829724,-0.009600138546466797
3950,2020-06-07,MS,Brasilândia,city,15,2,True,11872.0,5002308,126.34771,0.1333,0.2546421128957077,-0.022956105267808717,0.0008576797586052741
3951,2020-06-07,MS,Caarapó,city,4,0,True,30174.0,5002407,13.25645,0.0,0.17386486486807556,-0.004473211750282668,-0.0025120152978060886
3952,2020-06-07,MS,Camapuã,city,2,0,True,13711.0,5002605,14.586829999999999,0.0,0.040189854490595124,-0.0006874567395007064,-0.0004164698258905574
3953,2020-06-07,MS,Campo Grande,city,388,8,True,895982.0,5002704,43.30444,0.0206,6.813049237866599,0.15982538478094324,-0.0004485629033545675
3954,2020-06-07,MS,Chapadão do Sul,city,29,0,True,25218.0,5002951,114.99722,0.0,0.6507087590385748,0.02878385118679551,0.0001937891871842083
3955,2020-06-07,MS,Corguinho,city,1,0,True,5947.0,5003108,16.8152,0.0,0.0,0.0,0.0
3956,2020-06-07,MS,Corumbá,city,87,0,True,111435.0,5003207,78.07242,0.0,2.5143682211821834,0.14489071841135517,0.006342597377591964
3957,2020-06-07,MS,Costa Rica,city,7,0,True,20823.0,5003256,33.61667,0.0,0.6759460713748776,0.057202607013322616,-0.004240073010000331
3958,2020-06-07,MS,Coxim,city,8,0,True,33543.0,5003306,23.84998,0.0,0.1281346869557526,-0.0021656605447039337,-0.00021136605098906103
3959,2020-06-07,MS,Deodápolis,city,5,0,True,12924.0,5003454,38.687709999999996,0.0,0.16762033953325445,-0.002036003813652779,-0.0002057594032999572
3960,2020-06-07,MS,Douradina,city,69,0,True,5924.0,5003504,1164.75354,0.0,3.039814738405739,0.0039155937819104186,-0.025894864890047935
3961,2020-06-07,MS,Dourados,city,571,2,True,222949.0,5003702,256.11238,0.0035,15.370606672367238,0.7382351016234899,0.021048616454061513
3962,2020-06-07,MS,Fátima do Sul,city,153,0,True,19189.0,5003801,797.3318,0.0,7.140229838360609,0.20253723390415806,-0.027084412554985584
3963,2020-06-07,MS,Glória de Dourados,city,12,0,True,9965.0,5004007,120.42148,0.0,0.5156679298322675,0.01705954250183034,-0.0004798951051203324
3964,2020-06-07,MS,Guia Lopes da Laguna,city,241,0,True,9895.0,5004106,2435.57352,0.0,6.533645529025556,-0.18472828674054784,-0.035291384431174404
3965,2020-06-07,MS,Itaporã,city,64,0,True,24839.0,5004502,257.65932999999995,0.0,2.8699051251862224,-0.027831737832184587,-0.025545915916071985
3966,2020-06-07,MS,Itaquiraí,city,1,0,True,21142.0,5004601,4.72992,0.0,0.0,0.0,0.0
3967,2020-06-07,MS,Ivinhema,city,6,0,True,23187.0,5004700,25.87657,0.0,0.38727336807322416,0.029393250020299896,0.00013595292491643186
3968,2020-06-07,MS,Jardim,city,36,0,True,26097.0,5005004,137.94689,0.0,0.9272558458445336,-0.02966312816551602,-0.003134658301372469
3969,2020-06-07,MS,Jateí,city,1,0,True,4027.0,5005103,24.83238,0.0,0.0,0.0,0.0
3970,2020-06-07,MS,Ladário,city,18,0,True,23331.0,5005202,77.15057,0.0,0.45922213385071514,0.016440150849386995,6.98968656123411e-05
3971,2020-06-07,MS,Maracaju,city,1,0,True,47083.0,5005400,2.12391,0.0,0.0,0.0,0.0
3972,2020-06-07,MS,Miranda,city,1,0,True,28013.0,5005608,3.5697699999999997,0.0,0.0,0.0,0.0
3973,2020-06-07,MS,Mundo Novo,city,8,0,True,18366.0,5005681,43.55875,0.0,0.1980235484771044,0.010866088857192494,-0.0001182043114866339
3974,2020-06-07,MS,Naviraí,city,26,0,True,54878.0,5005707,47.37782,0.0,0.7646170083264027,0.040036409448986836,0.000815628708384638
3975,2020-06-07,MS,Nova Alvorada do Sul,city,1,0,True,21882.0,5006002,4.56997,0.0,0.0,0.0,0.0
3976,2020-06-07,MS,Nova Andradina,city,11,0,True,54374.0,5006200,20.23026,0.0,0.038875636090652595,-0.0025433647165593715,0.0002583857891543181
3977,2020-06-07,MS,Paraíso das Águas,city,3,0,True,5555.0,5006275,54.0054,0.0,0.04483333483114751,-0.001034757044729941,-0.00025994682398893215
3978,2020-06-07,MS,Paranaíba,city,7,1,True,42148.0,5006309,16.60814,0.1429,0.13065823962870823,0.0025865178815741123,8.900164116100355e-05
3979,2020-06-07,MS,Paranhos,city,1,0,True,14228.0,5006358,7.028389999999999,0.0,0.0,0.0,0.0
3980,2020-06-07,MS,Ponta Porã,city,40,0,True,92526.0,5006606,43.23109,0.0,0.9487642227347433,0.024226977951918503,-0.002175774146939125
3981,2020-06-07,MS,Ribas do Rio Pardo,city,11,0,True,24615.0,5007109,44.6882,0.0,0.22388611090496505,-0.018626813649168097,-0.00020523418715232914
3982,2020-06-07,MS,Rio Brilhante,city,102,0,True,37514.0,5007208,271.89849,0.0,6.16530667699252,0.24349313281366688,-0.031191077025386024
3983,2020-06-07,MS,Rio Verde de Mato Grosso,city,1,0,True,19746.0,5007406,5.0643199999999995,0.0,0.0,0.0,0.0
3984,2020-06-07,MS,São Gabriel do Oeste,city,10,0,True,26771.0,5007695,37.35385,0.0,0.34252577039699605,0.007946943881602355,-0.0012615752817958662
3985,2020-06-07,MS,Selvíria,city,1,0,True,6529.0,5007802,15.316279999999999,0.0,-0.0011237289944733045,-0.000456372304093245,-9.006806221606358e-05
3986,2020-06-07,MS,Sidrolândia,city,5,0,True,57665.0,5007901,8.67077,0.0,0.07341789347161287,0.002090572733686004,0.00043822860853206375
3987,2020-06-07,MS,Sonora,city,14,0,True,19274.0,5007935,72.63671,0.0,0.11538948442465274,-0.0027743905146043334,0.0001435867310012374
3988,2020-06-07,MS,Tacuru,city,1,0,True,11552.0,5007950,8.65651,0.0,0.0,0.0,0.0
3989,2020-06-07,MS,Taquarussu,city,1,0,True,3588.0,5007976,27.87068,0.0,0.0,0.0,0.0
3990,2020-06-07,MS,Terenos,city,1,0,True,21806.0,5008008,4.58589,0.0,0.0,0.0,0.0
3991,2020-06-07,MS,Três Lagoas,city,159,5,True,121388.0,5008305,130.98494,0.0314,2.6947336701243096,-0.01169241553272807,-0.0063319440484922666
3992,2020-06-07,MS,Vicentina,city,47,1,True,6102.0,5008404,770.23927,0.0213,1.9222637581563022,0.054444383455704834,-0.006661537066906681
3993,2020-06-07,PE,Abreu e Lima,city,372,47,True,99990.0,2600054,372.0372,0.1263,7.174428263599794,0.015306338052438506,-0.008053634133825212
3994,2020-06-07,PE,Afogados da Ingazeira,city,12,0,True,37259.0,2600104,32.20698,0.0,0.31557811672540986,0.01971503695858682,0.0035936019346859294
3995,2020-06-07,PE,Afrânio,city,45,0,True,19635.0,2600203,229.18257999999997,0.0,1.5491162116291106,0.07148720713876838,-0.001116265812141252
3996,2020-06-07,PE,Agrestina,city,52,6,True,24885.0,2600302,208.96122,0.1154,1.4953176662644878,0.03189910390465972,-0.004626640554273832
3997,2020-06-07,PE,Água Preta,city,347,21,True,36771.0,2600401,943.67844,0.0605,10.221065811038617,0.2545418113744215,-0.012122272454119017
3998,2020-06-07,PE,Águas Belas,city,214,12,True,43443.0,2600500,492.5995,0.0561,6.416698474209402,0.0983983634376181,-0.005544720354809329
3999,2020-06-07,PE,Alagoinha,city,19,0,True,14636.0,2600609,129.81689,0.0,0.5080639306249111,0.014412255199672102,-0.0005580275979477683
4000,2020-06-07,PE,Aliança,city,89,16,True,38386.0,2600708,231.85536000000002,0.1798,1.8972684566140918,0.022639218372218165,-0.0057068268484399545
4001,2020-06-07,PE,Altinho,city,52,2,True,22972.0,2600807,226.36253,0.0385,1.531845269999803,0.06112807956506481,-0.0020718762717293767
4002,2020-06-07,PE,Amaraji,city,66,10,True,22829.0,2600906,289.10596,0.1515,1.6827704533936203,0.048258988930145984,-0.0008782366133466773
4003,2020-06-07,PE,Angelim,city,4,0,True,11150.0,2601003,35.87444,0.0,0.1501091653149235,-0.005685227888262257,-0.00517266194157085
4004,2020-06-07,PE,Araçoiaba,city,42,6,True,20524.0,2601052,204.63846999999998,0.1429,0.9342881745676718,0.014158349533174032,-0.0014094057186270497
4005,2020-06-07,PE,Araripina,city,79,3,True,84418.0,2601102,93.58194,0.038,2.56097159192321,0.07531142658278318,0.00029759384875464146
4006,2020-06-07,PE,Arcoverde,city,136,15,True,74338.0,2601201,182.94816,0.1103,2.9739530583263427,0.04773422274982817,-0.0034611618119004053
4007,2020-06-07,PE,Barra de Guabiraba,city,38,2,True,14385.0,2601300,264.16406,0.0526,1.4278711231230492,0.05013495654208819,-8.855353246289598e-05
4008,2020-06-07,PE,Barreiros,city,162,12,True,42659.0,2601409,379.75574,0.0741,4.669622285768954,0.010874910727338276,-0.01807190742865451
4009,2020-06-07,PE,Belém de Maria,city,11,0,True,12073.0,2601508,91.1124,0.0,0.9452071988399839,0.11917697630851917,0.01597164340251697
4010,2020-06-07,PE,Belém do São Francisco,city,6,0,True,20729.0,2601607,28.94496,0.0,0.22916068242313578,0.007053296818069494,-0.000748427714112396
4011,2020-06-07,PE,Belo Jardim,city,50,2,True,76439.0,2601706,65.41164,0.04,1.0939349136098828,0.04531819149597487,0.003158060451753478
4012,2020-06-07,PE,Betânia,city,8,1,True,12719.0,2601805,62.898030000000006,0.125,0.15094473592658944,0.0038005171932892364,0.0004041464011672231
4013,2020-06-07,PE,Bezerros,city,115,2,True,60798.0,2601904,189.15096,0.0174,3.2049760075840807,0.12507616446195144,-0.001890182935175408
4014,2020-06-07,PE,Bodocó,city,9,0,True,38146.0,2602001,23.59356,0.0,0.34187134409302977,0.0019807791830492765,-0.0023987977553292534
4015,2020-06-07,PE,Bom Conselho,city,91,1,True,48554.0,2602100,187.42019,0.011000000000000001,2.1436902624985468,0.025679274892633695,-0.004673020019363303
