,date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,growth_rate,growth_accel,growth_accel_rate
944,2020-06-08,MA,Carutapera,city,120,12,True,23807.0,2102903,504.05343,0.1,3.8668751975582336,0.11515223877551226,-0.013680801528266109
945,2020-06-08,MA,Caxias,city,444,15,True,164880.0,2103000,269.28675,0.0338,13.006548644653407,0.7749486577054908,0.04639419138341138
946,2020-06-08,MA,Cedral,city,32,0,True,10675.0,2103109,299.76581,0.0,1.1864792081204958,0.025359523159916915,-0.0061087055142097415
947,2020-06-08,MA,Central do Maranhão,city,7,2,True,8673.0,2103125,80.71025,0.2857,0.20784891355605725,-0.005170319832922573,-0.001607046281336646
948,2020-06-08,MA,Centro do Guilherme,city,20,0,True,13458.0,2103158,148.61049,0.0,0.4786315897002121,-0.022443774867525863,-0.0027701012576171894
949,2020-06-08,MA,Centro Novo do Maranhão,city,125,2,True,21622.0,2103174,578.11488,0.016,3.754548014676408,0.07878793859253619,-0.01612963389522192
950,2020-06-08,MA,Chapadinha,city,1296,6,True,79675.0,2103208,1626.6081,0.0046,31.498415004292614,0.7036824513700651,-0.04205583312555437
951,2020-06-08,MA,Cidelândia,city,88,0,True,14697.0,2103257,598.76165,0.0,2.6189516382945603,-0.04240284474074424,-0.010577712651829491
952,2020-06-08,MA,Codó,city,1168,5,True,122859.0,2103307,950.6833,0.0043,32.103563423170094,0.4820778900150285,-0.13695179288979473
953,2020-06-08,MA,Coelho Neto,city,499,6,True,49435.0,2103406,1009.40629,0.012,15.267912568068645,0.46765448635127727,-0.020354973137975622
954,2020-06-08,MA,Colinas,city,146,3,True,41178.0,2103505,354.55826,0.0205,3.599606648234222,0.12154716089076717,0.0009993729854937765
955,2020-06-08,MA,Conceição do Lago-Açu,city,68,2,True,16237.0,2103554,418.79658,0.0294,1.9339109684689537,0.06167964554841678,0.0021469313377741146
956,2020-06-08,MA,Coroatá,city,180,1,True,65296.0,2103604,275.66773,0.0056,4.036468994145004,-0.16123920271249137,-0.01445755403926155
957,2020-06-08,MA,Cururupu,city,182,3,True,32695.0,2103703,556.66004,0.0165,5.810403808724535,0.38821217459810575,0.029942195312172886
958,2020-06-08,MA,Davinópolis,city,112,3,True,12908.0,2103752,867.67896,0.0268,2.928249528208927,0.07063387391777458,-0.005839052505529829
959,2020-06-08,MA,Dom Pedro,city,41,0,True,23350.0,2103802,175.58887,0.0,1.0394879989869055,-0.035097084216235384,-0.003042877466641994
960,2020-06-08,MA,Duque Bacelar,city,68,0,True,11349.0,2103901,599.17173,0.0,2.248410372520813,0.06741575067078724,-0.00713347360871785
961,2020-06-08,MA,Esperantinópolis,city,296,6,True,17241.0,2104008,1716.8377699999999,0.0203,9.402756861152529,0.2851409853229831,-0.009160220183264343
962,2020-06-08,MA,Estreito,city,326,1,True,41946.0,2104057,777.18972,0.0031,9.21820585765911,0.2160955450624008,-0.007216264582215109
963,2020-06-08,MA,Feira Nova do Maranhão,city,12,1,True,8504.0,2104073,141.11007,0.0833,0.3810366372670449,-0.012633670941153615,-0.0027805416755930248
964,2020-06-08,MA,Fernando Falcão,city,73,0,True,10360.0,2104081,704.6332,0.0,2.5128600338962785,0.057527162448206444,-0.006470935062431367
965,2020-06-08,MA,Formosa da Serra Negra,city,40,1,True,19089.0,2104099,209.54476,0.025,1.4428921081431838,0.015670203872428946,-0.0033877750592607872
966,2020-06-08,MA,Fortaleza dos Nogueiras,city,27,0,True,12631.0,2104107,213.7598,0.0,0.6974015582639914,-0.0053908163410119675,-0.002413221227358375
967,2020-06-08,MA,Fortuna,city,59,0,True,15552.0,2104206,379.37243,0.0,2.3609030143176257,0.10382626858508999,-1.206097092366078e-05
968,2020-06-08,MA,Godofredo Viana,city,26,2,True,11819.0,2104305,219.98477000000003,0.0769,0.8663205986342808,7.522428156500068e-05,-0.0039143612798850005
969,2020-06-08,MA,Gonçalves Dias,city,29,0,True,17934.0,2104404,161.70403000000002,0.0,1.0599564849618188,0.03128751800618217,0.0014434283833740429
970,2020-06-08,MA,Governador Archer,city,114,0,True,10840.0,2104503,1051.66052,0.0,4.8318361558929785,0.25415550345134486,0.006312519492554189
971,2020-06-08,MA,Governador Edison Lobão,city,149,1,True,18296.0,2104552,814.3856599999999,0.0067,4.142163467984668,0.07497587764524256,-0.010994280144084864
972,2020-06-08,MA,Governador Eugênio Barros,city,29,0,True,16828.0,2104602,172.33183,0.0,1.2644114082177966,0.06473005799091043,-0.0003639153000573167
973,2020-06-08,MA,Governador Luiz Rocha,city,11,0,True,7807.0,2104628,140.89919,0.0,0.5531998592200873,-0.008307828530760755,-0.008588872715281757
974,2020-06-08,MA,Governador Newton Bello,city,65,3,True,10180.0,2104651,638.50688,0.0462,1.742954080434012,-0.018049520235237763,-0.010646192824808762
975,2020-06-08,MA,Governador Nunes Freire,city,37,1,True,25577.0,2104677,144.66122,0.027000000000000003,0.7524778340540219,-0.009501185239895066,-0.0018960713872804382
976,2020-06-08,MA,Graça Aranha,city,26,0,True,6262.0,2104701,415.20281,0.0,1.0389096090847045,0.021303211478366352,-0.005569849705223291
977,2020-06-08,MA,Grajaú,city,344,3,True,69527.0,2104800,494.77182,0.0087,11.70228675291768,0.44701598976200796,0.013488017015997928
978,2020-06-08,MA,Guimarães,city,64,2,True,12030.0,2104909,532.00333,0.0312,2.0388849080228275,0.0683227097504622,-0.001660875664601281
979,2020-06-08,MA,Humberto de Campos,city,154,1,True,28717.0,2105005,536.26772,0.0065,4.650056966676337,0.09030983862751751,-0.017105313855580898
980,2020-06-08,MA,Icatu,city,81,1,True,27113.0,2105104,298.74967999999996,0.0123,3.0369999838925343,0.16568352468097802,0.004834821683915221
981,2020-06-08,MA,Igarapé do Meio,city,119,1,True,14177.0,2105153,839.38774,0.0084,3.709318551993003,0.09758818805029028,-0.00432033712255904
982,2020-06-08,MA,Igarapé Grande,city,294,0,True,11320.0,2105203,2597.17314,0.0,11.448104319691758,0.20258102014876367,-0.024122983803982274
983,2020-06-08,MA,Imperatriz,city,2681,125,True,258682.0,2105302,1036.4076400000001,0.0466,58.70361461087858,0.9867970182980962,-0.08630239077314766
984,2020-06-08,MA,Itaipava do Grajaú,city,51,0,True,16057.0,2105351,317.61848,0.0,2.2361465271715026,0.08768979259663913,0.004746236265831586
985,2020-06-08,MA,Itapecuru Mirim,city,303,2,True,68203.0,2105401,444.26198,0.0066,7.998150405247162,0.011481648680552898,-0.03508476349886811
986,2020-06-08,MA,Itinga do Maranhão,city,294,6,True,26000.0,2105427,1130.76923,0.0204,9.458906852786571,0.25625598538180394,-0.008980092688396333
987,2020-06-08,MA,Jatobá,city,12,0,True,10153.0,2105450,118.19167,0.0,0.4753319143273544,0.013139197619443864,-0.003141651392414246
988,2020-06-08,MA,Jenipapo dos Vieiras,city,37,2,True,16515.0,2105476,224.03875,0.0541,1.5310401396571067,0.020686435875811322,-0.010199988566148626
989,2020-06-08,MA,João Lisboa,city,166,2,True,23632.0,2105500,702.43737,0.012,5.573970101220687,0.1818779181789666,-0.0019339333573440932
990,2020-06-08,MA,Joselândia,city,97,0,True,16168.0,2105609,599.95052,0.0,3.496553717178335,0.15084293582165537,0.0023794863726113486
991,2020-06-08,MA,Junco do Maranhão,city,59,0,True,3432.0,2105658,1719.11422,0.0,1.4612019904501852,0.02449805176830033,-0.002075059169653386
992,2020-06-08,MA,Lagoa Grande do Maranhão,city,41,0,True,11394.0,2105963,359.83851,0.0,1.9761934159807677,0.10604909177804295,-0.0015357770269666309
993,2020-06-08,MA,Lago da Pedra,city,466,25,True,50266.0,2105708,927.068,0.0536,12.980050976334464,0.34076497900176744,-0.011155041496723948
994,2020-06-08,MA,Lago do Junco,city,17,0,True,10840.0,2105807,156.82657,0.0,0.6135690445033386,0.0022903989284290324,-0.004424447306765079
995,2020-06-08,MA,Lago dos Rodrigues,city,75,1,True,8873.0,2105948,845.2609,0.0133,2.6360086442667092,0.10313835111618912,-0.0006568729166654063
996,2020-06-08,MA,Lago Verde,city,86,1,True,16257.0,2105906,529.0028900000001,0.0116,3.640761696516169,0.08642186669391035,-0.013686611002838285
997,2020-06-08,MA,Lajeado Novo,city,7,0,True,7550.0,2105989,92.71523,0.0,0.30685755307205803,0.019198858719366694,-1.1035229302922983e-05
998,2020-06-08,MA,Lima Campos,city,413,3,True,11893.0,2106003,3472.63096,0.0073,12.978385662881614,0.4060418863827587,-0.015977829971051637
999,2020-06-08,MA,Luís Domingues,city,7,1,True,6951.0,2106201,100.70493,0.1429,0.07178161155118822,-0.0026167938569183736,-0.00022688081903424526
1000,2020-06-08,MA,Magalhães de Almeida,city,52,1,True,19826.0,2106300,262.28185,0.0192,1.2766126305120347,-0.009891233856745901,-0.005915004067885637
1001,2020-06-08,MA,Maracaçumé,city,255,1,True,21395.0,2106326,1191.86726,0.0039,7.615271603259174,0.05950224403211852,-0.0370903325024473
1002,2020-06-08,MA,Marajá do Sena,city,52,0,True,7792.0,2106359,667.35113,0.0,4.369304828293141,0.269703562883312,-0.030229675337750846
1003,2020-06-08,MA,Maranhãozinho,city,165,1,True,16265.0,2106375,1014.4482,0.0061,5.996310492068188,0.2021075446805105,-0.0062402931635390626
1004,2020-06-08,MA,Mata Roma,city,160,5,True,16829.0,2106409,950.7397900000001,0.0312,4.880648385637671,0.1933686427728064,-0.00546239572472738
1005,2020-06-08,MA,Matinha,city,156,0,True,23370.0,2106508,667.5224599999999,0.0,3.6054941586416156,0.021790754115753447,-0.010831476837337284
1006,2020-06-08,MA,Matões,city,27,0,True,33782.0,2106607,79.92421999999999,0.0,1.3302213788016946,-0.09127402161494708,-0.04544064593980361
1007,2020-06-08,MA,Matões do Norte,city,15,0,True,16745.0,2106631,89.57898,0.0,0.5989226102618168,-0.0063743965969917694,-0.006804708050445896
1008,2020-06-08,MA,Milagres do Maranhão,city,44,0,True,8464.0,2106672,519.8487700000001,0.0,1.2087537378022477,0.03505023218971963,-0.0028092588305980533
1009,2020-06-08,MA,Mirador,city,41,0,True,21015.0,2106706,195.09874,0.0,1.6953521809196896,0.08469383434624501,-0.001609092902804046
1010,2020-06-08,MA,Miranda do Norte,city,134,0,True,28381.0,2106755,472.14685999999995,0.0,3.1771040056474513,-0.01861400294740757,-0.018896202346210655
1011,2020-06-08,MA,Mirinzal,city,44,7,True,14962.0,2106805,294.07833,0.1591,1.097178347292273,0.028191035607684992,-0.0009529384525043098
1012,2020-06-08,MA,Monção,city,110,8,True,33434.0,2106904,329.0064,0.0727,2.9022222085580673,0.05688380437895566,-0.003309384354437393
1013,2020-06-08,MA,Montes Altos,city,71,1,True,9160.0,2107001,775.1091700000001,0.0141,2.521341461590968,0.09405139753027615,-0.002865017912914913
1014,2020-06-08,MA,Morros,city,86,2,True,19433.0,2107100,442.54618,0.0233,1.907179024432778,-0.0028020576792247604,-0.007338850105510565
1015,2020-06-08,MA,Nina Rodrigues,city,46,0,True,14454.0,2107209,318.251,0.0,1.5209007126671632,-0.07770456974718509,-0.012793573929181038
1016,2020-06-08,MA,Nova Colinas,city,2,0,True,5384.0,2107258,37.1471,0.0,0.032668130714126546,-0.0030597900976932955,-0.000272644329060025
1017,2020-06-08,MA,Nova Olinda do Maranhão,city,161,1,True,20928.0,2107357,769.30428,0.0062,4.725543368234401,-0.007538162348866519,-0.031311609682177034
1018,2020-06-08,MA,Olho d'Água das Cunhãs,city,223,3,True,19505.0,2107407,1143.29659,0.0135,6.347962133641044,0.0996098657288101,-0.021275889903722277
1019,2020-06-08,MA,Olinda Nova do Maranhão,city,58,4,True,14701.0,2107456,394.53098,0.069,1.4653560202345761,-0.045676232084923975,-0.008138922246450448
1020,2020-06-08,MA,Paço do Lumiar,city,408,44,True,122197.0,2107506,333.88707999999997,0.1078,6.535814561327376,-0.08888160871914201,-0.01483317762696321
1021,2020-06-08,MA,Palmeirândia,city,29,1,True,19722.0,2107605,147.04391,0.0345,0.8095176482963282,-0.019210197533815983,-0.00476827271218285
1022,2020-06-08,MA,Paraibano,city,45,0,True,21386.0,2107704,210.41803,0.0,1.4664271929088168,-0.012935471733368816,-0.008488295603460152
1023,2020-06-08,MA,Parnarama,city,16,1,True,34907.0,2107803,45.836079999999995,0.0625,0.6076934384714188,0.018439409645608886,-0.0021023320386268896
1024,2020-06-08,MA,Passagem Franca,city,20,0,True,19019.0,2107902,105.15799999999999,0.0,0.0,0.0,0.0
1025,2020-06-08,MA,Pastos Bons,city,20,1,True,19472.0,2108009,102.71159,0.05,1.0296226264045232,0.02874167040419395,-0.005789551892499842
1026,2020-06-08,MA,Paulino Neves,city,76,1,True,16035.0,2108058,473.96320999999995,0.0132,2.253950587701013,0.029327843922006186,-0.008541850120450958
1027,2020-06-08,MA,Paulo Ramos,city,217,1,True,21040.0,2108108,1031.36882,0.0046,8.994396460790524,0.6168586539773682,0.06860622517834729
1028,2020-06-08,MA,Pedreiras,city,702,12,True,39229.0,2108207,1789.49247,0.0171,18.26378130177656,0.14269112859963562,-0.06765746122127896
1029,2020-06-08,MA,Pedro do Rosário,city,73,0,True,25144.0,2108256,290.32771,0.0,2.4211429000374802,0.025849588445220905,-0.014605267547874086
1030,2020-06-08,MA,Penalva,city,116,3,True,38470.0,2108306,301.53366,0.0259,3.0695599464755547,-0.03713162446853575,-0.015425724871329897
1031,2020-06-08,MA,Peri Mirim,city,82,1,True,14318.0,2108405,572.70569,0.0122,2.2785281236494566,-0.03408865645160407,-0.01198848645756524
1032,2020-06-08,MA,Peritoró,city,248,1,True,23196.0,2108454,1069.14985,0.004,7.595952589322857,0.18233291745744284,-0.018577494304792573
1033,2020-06-08,MA,Pindaré-Mirim,city,58,3,True,32941.0,2108504,176.07237,0.0517,1.3464941432743418,-0.03321893587763082,-0.0035402886859385633
1034,2020-06-08,MA,Pinheiro,city,345,15,True,83387.0,2108603,413.73356,0.0435,7.8202396705826365,-0.09512656708675574,-0.016083486448492636
1035,2020-06-08,MA,Pio XII,city,298,2,True,21485.0,2108702,1387.0142,0.0067,10.537281263327467,0.35951911914499696,-0.0011241549500312497
1036,2020-06-08,MA,Pirapemas,city,203,1,True,18625.0,2108801,1089.93289,0.0049,5.992034567559593,0.009022868523364086,-0.031753368824045114
1037,2020-06-08,MA,Poção de Pedras,city,144,0,True,17873.0,2108900,805.68455,0.0,5.931259793056288,0.12487816010491519,-0.022485143451278902
1038,2020-06-08,MA,Porto Franco,city,90,1,True,23885.0,2109007,376.80553,0.0111,2.8351992638988137,0.12151545534663112,0.006708964556599726
1039,2020-06-08,MA,Porto Rico do Maranhão,city,29,0,True,5975.0,2109056,485.35565,0.0,0.9006745795128408,0.021504234371585232,-0.001174700058815596
1040,2020-06-08,MA,Presidente Dutra,city,309,1,True,47804.0,2109106,646.38942,0.0032,8.141851528602453,0.1665478425370151,0.002208296363888823
1041,2020-06-08,MA,Presidente Juscelino,city,20,0,True,12734.0,2109205,157.05983999999998,0.0,0.25549624875788063,-0.01291709497169369,-2.8307668482417287e-05
1042,2020-06-08,MA,Presidente Médici,city,29,0,True,7015.0,2109239,413.39986,0.0,0.7975319796033882,0.00223841938951578,-0.00275533456632663
1043,2020-06-08,MA,Presidente Sarney,city,103,5,True,18918.0,2109270,544.45502,0.0485,3.3682090925626245,0.07093959651157053,-0.0052629836851654675
1044,2020-06-08,MA,Presidente Vargas,city,35,0,True,11193.0,2109304,312.69543,0.0,1.2424372755215023,0.07525718820887654,0.008418974273952887
1045,2020-06-08,MA,Primeira Cruz,city,27,0,True,15315.0,2109403,176.29775,0.0,0.8746760296040386,-0.0013619020282746434,-0.004668745318099469
1046,2020-06-08,MA,Raposa,city,99,7,True,30761.0,2109452,321.83609,0.0707,2.1926837147010643,0.04957989400535633,-0.001727124298775495
1047,2020-06-08,MA,Riachão,city,13,0,True,20195.0,2109502,64.37236999999999,0.0,0.355285779640296,-0.005800917295891502,-0.0016722774229544202
1048,2020-06-08,MA,Ribamar Fiquene,city,92,1,True,7791.0,2109551,1180.8497,0.0109,3.2563035691223225,0.03193144568320701,-0.021182230513970706
1049,2020-06-08,MA,Rosário,city,178,5,True,42740.0,2109601,416.47168999999997,0.0281,3.9886238107093157,-0.020381174651677485,-0.015385605743615994
1050,2020-06-08,MA,Sambaíba,city,1,0,True,5671.0,2109700,17.633570000000002,0.0,0.0,0.0,0.0
1051,2020-06-08,MA,Santa Filomena do Maranhão,city,7,0,True,7773.0,2109759,90.05532,0.0,0.28631396728137565,0.01717711613432636,0.0002390296683459622
1052,2020-06-08,MA,Santa Helena,city,637,1,True,42130.0,2109809,1511.98671,0.0016,21.78177899906088,0.886163770737008,0.012720594058534863
1053,2020-06-08,MA,Santa Inês,city,2456,23,True,89044.0,2109908,2758.18696,0.0094,63.95829112178079,1.8047969393747956,-0.12007421286360904
1054,2020-06-08,MA,Santa Luzia,city,101,2,True,72667.0,2110005,138.99018999999998,0.0198,2.921634588346237,0.012828175541062406,-0.014563549600719405
1055,2020-06-08,MA,Santa Luzia do Paruá,city,137,0,True,25254.0,2110039,542.48832,0.0,5.678703544651564,0.5044882651073925,0.05004280852900635
1056,2020-06-08,MA,Santana do Maranhão,city,41,2,True,13386.0,2110237,306.29015,0.0488,1.403741386202539,0.021682574825375313,-0.005497925445964267
1057,2020-06-08,MA,Santa Quitéria do Maranhão,city,255,3,True,25642.0,2110104,994.4622099999999,0.0118,7.756078085782557,0.07287658200313066,-0.03119543298585792
1058,2020-06-08,MA,Santa Rita,city,158,4,True,37855.0,2110203,417.38212000000004,0.0253,3.0087867430478483,0.003300620168725326,-0.0055396891629219455
1059,2020-06-08,MA,Santo Amaro do Maranhão,city,34,0,True,15846.0,2110278,214.56519,0.0,1.1651720368344254,0.008557642030733526,-0.007996245195540255
1060,2020-06-08,MA,Santo Antônio dos Lopes,city,323,2,True,14528.0,2110302,2223.29295,0.0062,10.352282305664668,0.11222774213454248,-0.03499056050183126
1061,2020-06-08,MA,São Benedito do Rio Preto,city,188,2,True,18663.0,2110401,1007.3407300000001,0.0106,4.907024356261835,0.1286553681114822,-0.015568886928081789
1062,2020-06-08,MA,São Bento,city,218,2,True,45211.0,2110500,482.18354000000005,0.0092,6.122264684039801,-0.06791091476887175,-0.04104888485351653
1063,2020-06-08,MA,São Bernardo,city,188,5,True,28507.0,2110609,659.4871400000001,0.0266,6.28756578590663,0.1463895333481599,-0.020173488553551323
1064,2020-06-08,MA,São Domingos do Azeitão,city,30,0,True,7392.0,2110658,405.84416,0.0,1.4276045752131787,0.07109872751557521,-0.0033657218821729422
1065,2020-06-08,MA,São Domingos do Maranhão,city,217,0,True,34376.0,2110708,631.2543599999999,0.0,6.83137229569414,0.09917532226016296,-0.0014713018228228781
1066,2020-06-08,MA,São Francisco do Brejão,city,61,0,True,11798.0,2110856,517.03679,0.0,2.0308548308363727,0.06475566461479332,-0.006968406892179467
1067,2020-06-08,MA,São João Batista,city,63,4,True,20665.0,2111003,304.8633,0.0635,1.7387015420757592,0.04618634430013629,-0.0012375900333272182
1068,2020-06-08,MA,São João do Carú,city,179,3,True,15808.0,2111029,1132.33806,0.0168,6.10884624701011,0.28606816481533354,0.006996059652823555
1069,2020-06-08,MA,São João do Paraíso,city,27,0,True,11177.0,2111052,241.5675,0.0,1.0553514512888362,-0.012004141840234293,-0.012568653241365892
1070,2020-06-08,MA,São João do Soter,city,14,1,True,18543.0,2111078,75.50019,0.0714,0.6296561796740245,0.024654952837970756,-0.0014712418583606376
1071,2020-06-08,MA,São João dos Patos,city,53,1,True,25929.0,2111102,204.40433000000002,0.0189,1.2351490183147062,-0.022334589248225362,-0.0077784699389855235
1072,2020-06-08,MA,São José de Ribamar,city,772,49,True,177687.0,2111201,434.47185,0.0635,12.221774744601095,-0.15004496079588697,-0.019444995352029332
1073,2020-06-08,MA,São José dos Basílios,city,6,0,True,7641.0,2111250,78.52375,0.0,0.20580763686030365,0.0016209183939369797,-0.001180682256357927
1074,2020-06-08,MA,São Luís,city,10755,577,True,1101884.0,2111300,976.05556,0.0536,180.84370631060546,0.8360428486909877,-0.1565812359912248
1075,2020-06-08,MA,São Luís Gonzaga do Maranhão,city,9,0,True,18856.0,2111409,47.73017,0.0,0.21465691329899808,0.0019750210514709434,-0.00033033339579913347
1076,2020-06-08,MA,São Mateus do Maranhão,city,399,12,True,41529.0,2111508,960.7744,0.0301,11.756976017855223,0.2860149774150599,-0.02214969653658695
1077,2020-06-08,MA,São Pedro da Água Branca,city,152,0,True,12690.0,2111532,1197.7935400000001,0.0,5.207208511975272,0.1184735191085377,-0.014817951571720729
1078,2020-06-08,MA,São Pedro dos Crentes,city,21,0,True,4668.0,2111573,449.87147000000004,0.0,0.7447266350852215,0.02668863407869279,-0.0003588818645412041
1079,2020-06-08,MA,São Raimundo das Mangabeiras,city,63,0,True,18868.0,2111607,333.89866,0.0,2.440071611107665,0.0741651405002344,0.00033010160045383245
1080,2020-06-08,MA,São Raimundo do Doca Bezerra,city,69,1,True,5237.0,2111631,1317.54821,0.0145,2.3198868811690945,-0.09007935680652851,-0.02491888034214551
1081,2020-06-08,MA,São Roberto,city,36,0,True,6719.0,2111672,535.79402,0.0,2.11071161411205,0.03886148602823357,-0.024561892418708955
1082,2020-06-08,MA,São Vicente Ferrer,city,73,0,True,22247.0,2111706,328.13412999999997,0.0,1.7848919849219724,-0.037525855553147906,-0.0070208496001800055
1083,2020-06-08,MA,Satubinha,city,40,0,True,13914.0,2111722,287.48024,0.0,1.1244450305891622,-0.008776144813801536,-0.0076111348480933
1084,2020-06-08,MA,Senador Alexandre Costa,city,33,0,True,11141.0,2111748,296.20321,0.0,1.2756996304159558,0.06088610027322105,0.00020563900766763538
1085,2020-06-08,MA,Senador La Rocque,city,92,1,True,14293.0,2111763,643.67173,0.0109,2.4878954301877703,0.024615255550071,-0.005348835678181747
1086,2020-06-08,MA,Serrano do Maranhão,city,16,0,True,10253.0,2111789,156.05189,0.0,0.4312429109600776,0.000646350953352662,-0.0026001086834361226
1087,2020-06-08,MA,Sítio Novo,city,135,0,True,18081.0,2111805,746.64012,0.0,3.9171861481403543,0.004501528531364277,-0.01923281248415347
1088,2020-06-08,MA,Sucupira do Norte,city,9,0,True,10636.0,2111904,84.61828,0.0,0.32251652646173046,-0.0196880637249931,-0.016095929677766758
1089,2020-06-08,MA,Sucupira do Riachão,city,5,0,True,5660.0,2111953,88.33922,0.0,0.24468753484698133,-0.0064762522501984636,-0.0048233493978307555
1090,2020-06-08,MA,Tasso Fragoso,city,15,0,True,8521.0,2112001,176.03568,0.0,0.7530196917957461,0.03887885302703135,-0.000576190332410624
1091,2020-06-08,MA,Timbiras,city,22,3,True,29124.0,2112100,75.53907,0.1364,0.4363591319339087,-0.030520945808917285,-0.0010146887971436477
1092,2020-06-08,MA,Timon,city,664,7,True,169107.0,2112209,392.65081000000004,0.0105,17.567797426634613,0.8228278838101446,0.04368967568465234
1093,2020-06-08,MA,Trizidela do Vale,city,379,3,True,21998.0,2112233,1722.8839,0.0079,9.40124675389897,0.14160358839349743,-0.022152949484282522
1094,2020-06-08,MA,Tufilândia,city,14,1,True,5840.0,2112274,239.72602999999998,0.0714,0.5084378037124663,-0.024670865751750707,-0.005540428380992273
1095,2020-06-08,MA,Tuntum,city,188,1,True,41832.0,2112308,449.41670999999997,0.0053,5.277549886716935,0.19283151953816394,-0.002942638871847643
1096,2020-06-08,MA,Turiaçu,city,94,0,True,35604.0,2112407,264.01527999999996,0.0,2.8105184821826263,0.05636643149775138,-0.00683492246132203
1097,2020-06-08,MA,Turilândia,city,191,1,True,25619.0,2112456,745.54042,0.0052,5.5115144293663585,0.007430857404032104,-0.02333069589965003
1098,2020-06-08,MA,Tutóia,city,426,9,True,58860.0,2112506,723.75127,0.0211,12.776739964592707,0.27971528702712745,-0.027482898382522738
1099,2020-06-08,MA,Urbano Santos,city,596,2,True,33122.0,2112605,1799.40825,0.0034,13.306642480536523,-0.032969231751795745,-0.06763311451771527
1100,2020-06-08,MA,Vargem Grande,city,286,2,True,56510.0,2112704,506.10510999999997,0.006999999999999999,8.864230897878048,0.5887083770454001,0.053907308682827566
1101,2020-06-08,MA,Viana,city,212,3,True,52441.0,2112803,404.26384,0.0142,4.28270635086215,-0.03937930294694338,-0.015841805790416146
1102,2020-06-08,MA,Vila Nova dos Martírios,city,56,0,True,13392.0,2112852,418.1601,0.0,1.9170857613307426,0.02523455010071628,-0.007864042399326905
1103,2020-06-08,MA,Vitória do Mearim,city,142,1,True,32764.0,2112902,433.40250999999995,0.006999999999999999,3.1264415997886825,0.008409247583253666,-0.011981602004369743
1104,2020-06-08,MA,Vitorino Freire,city,87,1,True,31523.0,2113009,275.98896,0.0115,1.9388304122976385,-0.028682177692997142,-0.008996807613940498
1105,2020-06-08,MA,Zé Doca,city,1393,13,True,51714.0,2114007,2693.66129,0.0093,38.32195910358967,1.2988686265981664,-0.02691247645274038
1106,2020-06-08,MG,Abadia dos Dourados,city,5,0,True,6989.0,3100104,71.54099000000001,0.0,0.09340776858538509,-0.006330773967216973,-0.0002779392754467859
1107,2020-06-08,MG,Abaeté,city,1,0,True,23237.0,3100203,4.30348,0.0,-0.0009930601132725797,2.5361057534464755e-06,1.2611120353504593e-05
1108,2020-06-08,MG,Abre Campo,city,4,0,True,13454.0,3100302,29.730940000000004,0.0,0.0,0.0,0.0
1109,2020-06-08,MG,Açucena,city,5,1,True,9470.0,3100500,52.79831,0.2,0.1809056344297144,-0.0017856131156516165,-0.0012582721718943858
1110,2020-06-08,MG,Água Comprida,city,2,0,True,1999.0,3100708,100.05003,0.0,0.0,0.0,0.0
1111,2020-06-08,MG,Águas Formosas,city,4,0,True,19207.0,3100906,20.82574,0.0,0.0,0.0,0.0
1112,2020-06-08,MG,Águas Vermelhas,city,12,0,True,13539.0,3101003,88.63284,0.0,0.5054999976539167,0.006788279652124934,-0.003607039629866169
1113,2020-06-08,MG,Aimorés,city,58,0,True,25167.0,3101102,230.46052000000003,0.0,1.960883530568235,0.0721757856269243,-0.0012468719070038757
1114,2020-06-08,MG,Além Paraíba,city,59,2,True,35362.0,3101508,166.84577,0.0339,1.4671057744368505,0.02456519144349576,0.0009857923291713545
1115,2020-06-08,MG,Alfenas,city,17,0,True,79996.0,3101607,21.25106,0.0,0.30597577843547163,0.0017756735009290012,-0.0008724552606176679
1116,2020-06-08,MG,Alfredo Vasconcelos,city,3,1,True,6907.0,3101631,43.4342,0.3333,0.08417656494873088,0.004486055580565412,0.0001267656048252449
1117,2020-06-08,MG,Almenara,city,18,0,True,41896.0,3101706,42.96353,0.0,0.40894037949988765,0.012117486679893378,-0.0003478568230320499
1118,2020-06-08,MG,Alpercata,city,4,0,True,7424.0,3101805,53.87931,0.0,0.07117002417546277,0.001179908073590935,-0.00011288725760279096
1119,2020-06-08,MG,Alpinópolis,city,1,0,True,19853.0,3101904,5.03702,0.0,0.0,0.0,0.0
1120,2020-06-08,MG,Alterosa,city,1,0,True,14466.0,3102001,6.9127600000000005,0.0,0.0,0.0,0.0
1121,2020-06-08,MG,Alto Caparaó,city,2,0,True,5847.0,3102050,34.20558,0.0,0.11821784523476679,0.015032457403503795,0.0014194102036423778
1122,2020-06-08,MG,Alto Jequitibá,city,12,1,True,8317.0,3153509,144.28278999999998,0.0833,0.30724708864576383,-0.0006947063566666727,-0.001096369915814517
1123,2020-06-08,MG,Alto Rio Doce,city,7,0,True,11000.0,3102100,63.636359999999996,0.0,0.2669078814285699,0.02231645129639499,0.0016346217445520133
1124,2020-06-08,MG,Alvarenga,city,77,0,True,3907.0,3102209,1970.8216,0.0,3.751522659390038,0.13695026058947335,-0.013917035885893263
1125,2020-06-08,MG,Alvinópolis,city,6,0,True,15203.0,3102308,39.46589,0.0,0.2539618220417368,0.06371203943629715,0.013513599150893308
