;date;iso_code;continent;location;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cvd_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;growth_rate;growth_accel;growth_accel_rate;growth_rate_NORM_(%);growth_accel_NORM_(%);growth_accel_rate_NORM_(%);LENTO;EXPONENCIAL;DESACELERACAO;ESTAVEL;LINEAR;CLASSIFICACAO;index
186;2020-06-08;TJK;Asia;Tajikistan;4529.0;76.0;48.0;0.0;474.855;7.968;5.033;0.0;;;;;;;;;9537642.0;64.281;23.3;3.466;2.155;2896.913;4.8;427.69800000000004;7.11;;;72.704;4.8;122.91432350844876;0.08943726924225587;-0.30769373350669527;2.7139395784598976;0.0019747685856095357;-0.006793855895488966;0;0;0;0;1;LINEAR;
187;2020-06-08;TZA;Africa;Tanzania;509.0;0.0;21.0;0.0;8.521;0.0;0.35200000000000004;0.0;;;;;;;;;59734213.0;64.699;17.7;3.108;1.874;2683.304;49.1;217.28799999999998;5.75;3.3;26.7;47.953;0.7;4.051736287604014;-0.18721011264743595;0.004805579911274369;0.7960189170145411;-0.036779982838396064;0.0009441217900342572;0;0;1;0;0;DESACELERACAO;
188;2020-06-08;THA;Asia;Thailand;3119.0;7.0;58.0;0.0;44.685;0.1;0.831;0.0;;;;;;;;;69799978.0;135.132;40.1;11.373;6.89;16277.671;0.1;109.861;7.04;1.9;38.8;90.67;2.1;14.16914741042193;-0.394045094115532;0.02012842027532383;0.4542849442264165;-0.012633699715150113;0.000645348517964855;0;0;1;0;0;DESACELERACAO;
189;2020-06-08;TLS;Asia;Timor;24.0;0.0;0.0;0.0;18.203;0.0;0.0;0.0;;;;;;;;;1318442.0;87.176;18.0;3.556;1.8969999999999998;6570.102;30.3;335.346;6.86;6.3;78.1;28.178;5.9;0.14884474487039362;-0.007375726543821571;0.00032069221512607936;0.6201864369599734;-0.03073219393258988;0.0013362175630253308;1;0;1;0;0;LENTO;
190;2020-06-08;TGO;Africa;Togo;495.0;8.0;13.0;0.0;59.792;0.966;1.57;0.0;;;;;;;;;8278737.0;143.366;19.4;2.839;1.525;1429.8129999999999;49.2;280.033;6.15;0.9;14.2;10.475;0.7;8.092915724039328;0.03907956077686749;-0.007186191183428904;1.6349324695028944;0.007894860763003534;-0.0014517557946321018;0;0;0;0;1;LINEAR;
191;2020-06-08;TTO;North America;Trinidad and Tobago;117.0;0.0;8.0;0.0;83.602;0.0;5.716;0.0;;;;;;;;;1399491.0;266.88599999999997;36.2;10.014;5.819;28763.071;;228.467;10.97;;;89.443;3.0;0.40872136959765776;-0.017798090203621286;0.000793719024029677;0.349334503929622;-0.015212042909078023;0.0006783923282304932;0;0;1;0;0;DESACELERACAO;
192;2020-06-08;TUN;Africa;Tunisia;1087.0;0.0;49.0;0.0;91.97399999999999;0.0;4.146;0.0;;;;;;;;;11818618.0;74.22800000000001;32.7;8.001;5.075;10849.296999999999;2.0;318.991;8.52;1.1;65.8;78.687;2.3;6.365597798447739;-0.21454165151969856;0.0031243233226662653;0.5856115729942722;-0.019737042458113942;0.000287426248635351;0;0;1;0;0;DESACELERACAO;
193;2020-06-08;TUR;Asia;Turkey;170132.0;914.0;4692.0;23.0;2017.2379999999998;10.837;55.633;0.273;;;;;;;;;84339067.0;104.914;31.6;8.152999999999999;5.061;25129.341;0.2;171.285;12.13;14.1;41.1;;2.81;1611.3882322029935;-30.042652598569166;0.39222625317797827;0.9471400043513234;-0.01765843733017255;0.00023054231607103794;0;0;1;0;0;DESACELERACAO;
194;2020-06-08;TCA;North America;Turks and Caicos Islands;12.0;0.0;1.0;0.0;309.933;0.0;25.828000000000003;0.0;;;;;;;;;38718.0;37.312;;;;;;;;;;;;0.053708781993916266;-0.002744338212612406;0.00013855577645797512;0.4475731832826355;-0.022869485105103383;0.001154631470483126;1;0;1;0;0;LENTO;
195;2020-06-08;UGA;Africa;Uganda;616.0;23.0;0.0;0.0;13.467;0.503;0.0;0.0;;;;;;;;;45741000.0;213.75900000000001;16.4;2.168;1.308;1697.707;41.6;213.333;2.5;3.4;16.7;21.221999999999998;0.5;13.86394482371832;0.5385756223970007;0.010385103712094038;2.2506403934607664;0.08743110753198063;0.0016858934597555255;0;1;0;0;0;EXPONENCIAL;
